lote_id,finca_id,fecha_cosecha,peso_quintales,variedad,destino_previsto,dias_secado_patio
L001470,F0090,2025-04-26,201.9,Bourbon,Estados_Unidos,19
L001471,F0093,2025-07-21,193.3,Geisha,Alemania,10
L001472,F0039,2026-08-19,103.9,Caturra,Estados_Unidos,18
L001473,F0021,2025-01-11,160.4,Catimor,Belgica,16
L001474,F0016,2025-09-17,169.2,Caturra,Belgica,11
L001475,F0037,2025-08-15,128.8,Caturra,Estados_Unidos,5
L001476,F0030,2026-05-22,251.1,Catimor,Alemania,14
L001477,F0072,2026-05-31,59.7,Caturra,Alemania,9
L001478,F0077,2026-04-02,226.0,Bourbon,Alemania,12
L001479,F0093,2026-05-11,48.0,Caturra,Alemania,8
L001480,F0102,2026-05-21,217.6,Typica,Alemania,19
L001481,F0019,2026-06-27,197.0,Typica,Francia,4
L001482,F0083,2026-07-28,154.7,Typica,Paises_Bajos,7
L001483,F0066,2025-07-26,319.6,Caturra,Francia,11
L001484,F0112,2025-06-02,90.9,Caturra,Paises_Bajos,6
L001485,F0102,2026-05-28,37.0,Catimor,Paises_Bajos,20
L001486,F0095,2026-06-16,93.8,Caturra,Alemania,7
L001487,F0083,2025-06-19,221.1,Typica,Paises_Bajos,20
L001488,F0087,2026-06-19,98.4,Geisha,Francia,11
L001489,F0026,2025-01-18,98.6,Catimor,Belgica,9
L001490,F0083,2025-07-05,144.7,Bourbon,Alemania,19
L001491,F0001,2025-09-30,89.0,Caturra,Estados_Unidos,5
L001492,F0086,2025-07-16,107.8,Bourbon,Alemania,8
L001493,F0083,2025-04-04,265.1,Bourbon,Alemania,20
L001494,F0078,2026-05-13,92.9,Typica,Alemania,5
L001495,F0089,2026-08-01,230.4,Bourbon,Alemania,12
L001496,F0088,2026-08-10,108.1,Catimor,Japon,9
L001497,F0014,2026-08-06,194.2,Geisha,Japon,6
L001498,F0007,2026-08-27,50.9,Typica,Francia,20
L001499,F0023,2026-05-28,131.7,Typica,Francia,15
L001500,F0066,2025-04-28,120.7,Bourbon,Francia,14
L001501,F0090,2026-08-01,85.1,Catimor,Alemania,13
L001502,F0108,2025-05-06,78.1,Bourbon,Alemania,10
L001503,F0014,2026-04-17,148.8,Bourbon,Paises_Bajos,9
L001504,F0049,2026-08-17,135.7,Typica,Alemania,14
L001505,F0063,2025-12-30,182.3,Catimor,Japon,17
L001506,F0046,2025-01-20,155.9,Caturra,Francia,17
L001507,F0049,2025-08-19,81.6,Catimor,Paises_Bajos,14
L001508,F0059,2025-07-12,82.9,Catimor,Estados_Unidos,7
L001509,F0105,2025-03-26,125.6,Caturra,Alemania,18
L001510,F0007,2025-11-17,101.9,Geisha,Nacional,6
L001511,F0020,2025-09-02,87.9,Caturra,Japon,10
L001512,F0023,2025-07-29,105.9,Typica,Paises_Bajos,19
L001513,F0033,2026-06-26,53.6,Geisha,Nacional,5
L001514,F0087,2026-06-07,122.7,Catimor,Belgica,11
L001515,F0102,2025-05-21,40.2,Catimor,Estados_Unidos,5
L001516,F0029,2026-07-07,101.5,Caturra,Francia,16
L001517,F0118,2026-03-25,187.9,Typica,Japon,18
L001518,F0086,2025-03-11,148.7,Bourbon,Belgica,7
L001519,F0038,2025-08-31,87.0,Bourbon,Nacional,5
L001520,F0016,2026-08-25,79.8,Catimor,Belgica,9
L001521,F0021,2026-04-19,77.1,Bourbon,Paises_Bajos,13
L001522,F0080,2025-06-25,209.0,Caturra,Alemania,14
L001523,F0070,2025-05-09,102.7,Catimor,Japon,15
L001524,F0113,2026-08-10,103.0,Caturra,Belgica,15
L001525,F0067,2025-03-13,329.3,Catimor,Alemania,6
L001526,F0094,2025-09-25,107.1,Typica,Nacional,17
L001527,F0029,2025-06-30,334.1,Geisha,Japon,14
L001528,F0044,2025-05-27,156.9,Caturra,Francia,20
L001529,F0053,2025-08-25,126.4,Typica,Belgica,14
L001530,F0004,2025-05-06,91.5,Bourbon,Japon,5
L001531,F0017,2026-05-28,130.6,Catimor,Paises_Bajos,12
L001532,F0044,2026-06-10,165.0,Catimor,Francia,6
L001533,F0033,2025-04-25,115.2,Typica,Alemania,13
L001534,F0005,2025-05-04,110.4,Caturra,Japon,11
L001535,F0116,2026-05-26,208.1,Caturra,Japon,5
L001536,F0081,2026-05-05,208.9,Catimor,Japon,13
L001537,F0086,2026-08-30,152.7,Caturra,Nacional,12
L001538,F0120,2025-08-01,120.9,Bourbon,Francia,13
L001539,F0072,2026-05-17,122.3,Caturra,Belgica,19
L001540,F0043,2026-04-04,256.1,Catimor,Estados_Unidos,8
L001541,F0009,2025-04-02,56.2,Bourbon,Alemania,12
L001542,F0080,2026-04-10,200.7,Catimor,Francia,15
L001543,F0024,2026-08-25,280.5,Bourbon,Japon,11
L001544,F0074,2026-04-06,97.8,Bourbon,Alemania,6
L001545,F0114,2025-07-09,235.3,Typica,Alemania,12
L001546,F0019,2025-05-12,298.5,Bourbon,Nacional,8
L001547,F0090,2026-08-18,94.3,Catimor,Paises_Bajos,8
L001548,F0021,2026-01-15,44.6,Catimor,Francia,18
L001549,F0053,2026-08-25,125.7,Geisha,Paises_Bajos,17
L001550,F0082,2025-09-14,120.4,Typica,Belgica,12
L001551,F0095,2025-09-27,62.5,Caturra,Alemania,12
L001552,F0120,2025-09-15,125.0,Bourbon,Estados_Unidos,14
L001553,F0022,2025-02-19,110.7,Caturra,Alemania,14
L001554,F0028,2025-08-03,226.9,Typica,Francia,8
L001555,F0028,2025-06-12,147.8,Typica,Alemania,20
L001556,F0080,2025-01-29,110.0,Catimor,Belgica,13
L001557,F0060,2025-08-31,118.2,Bourbon,Belgica,19
L001558,F0084,2025-06-02,170.8,Caturra,Francia,6
L001559,F0037,2025-09-27,155.8,Caturra,Belgica,4
L001560,F0049,2026-05-23,111.7,Caturra,Japon,15
L001561,F0081,2026-06-30,57.5,Bourbon,Nacional,5
L001562,F0040,2026-08-22,84.6,Bourbon,Estados_Unidos,4
L001563,F0077,2025-08-20,127.7,Catimor,Francia,11
L001564,F0053,2026-04-24,211.3,Bourbon,Nacional,5
L001565,F0026,2026-02-23,288.9,Caturra,Paises_Bajos,5
L001566,F0074,2025-04-22,167.4,Caturra,Alemania,10
L001567,F0034,2026-07-16,167.2,Geisha,Estados_Unidos,17
L001568,F0095,2025-08-27,123.1,Bourbon,Alemania,14
L001569,F0014,2026-05-13,82.8,Bourbon,Paises_Bajos,9
L001570,F0038,2026-07-16,171.8,Caturra,Alemania,16
L001571,F0009,2025-08-25,210.9,Catimor,Francia,11
L001572,F0053,2026-06-09,170.5,Caturra,Nacional,10
L001573,F0067,2025-08-29,127.4,Geisha,Estados_Unidos,8
L001574,F0082,2025-07-07,92.7,Geisha,Paises_Bajos,4
L001575,F0087,2026-07-27,121.7,Catimor,Paises_Bajos,19
L001576,F0054,2025-09-03,218.7,Caturra,Alemania,19
L001577,F0066,2026-04-03,130.6,Caturra,Belgica,4
L001578,F0093,2026-07-24,209.9,Catimor,Paises_Bajos,15
L001579,F0106,2026-06-21,93.0,Bourbon,Nacional,7
L001580,F0042,2026-03-03,98.5,Bourbon,Estados_Unidos,17
L001581,F0112,2026-08-29,263.9,Catimor,Alemania,6
L001582,F0083,2026-06-29,116.6,Typica,Estados_Unidos,16
L001583,F0103,2025-04-08,165.3,Catimor,Estados_Unidos,9
L001584,F0070,2026-08-08,125.3,Catimor,Alemania,8
L001585,F0017,2025-12-26,395.5,Catimor,Belgica,16
L001586,F0014,2026-03-02,116.0,Typica,Nacional,8
L001587,F0006,2025-08-16,153.3,Caturra,Belgica,13
L001588,F0103,2026-04-09,66.1,Caturra,Japon,4
L001589,F0021,2025-02-19,114.2,Bourbon,Belgica,14
L001590,F0021,2026-02-22,74.8,Bourbon,Alemania,11
L001591,F0006,2025-04-12,68.5,Caturra,Alemania,5
L001592,F0040,2025-07-24,99.4,Typica,Paises_Bajos,20
L001593,F0120,2026-06-20,200.2,Typica,Japon,14
L001594,F0018,2025-04-13,105.7,Catimor,Paises_Bajos,15
L001595,F0114,2026-07-18,121.9,Catimor,Estados_Unidos,16
L001596,F0020,2026-08-26,59.4,Caturra,Nacional,11
L001597,F0024,2026-06-05,166.5,Bourbon,Alemania,6
L001598,F0066,2026-01-31,153.3,Catimor,Belgica,10
L001599,F0060,2025-05-27,206.0,Caturra,Francia,4
L001600,F0119,2025-09-29,70.3,Bourbon,Francia,11
L001601,F0085,2025-05-10,151.5,Caturra,Alemania,8
L001602,F0119,2025-08-16,200.7,Caturra,Francia,11
L001603,F0034,2025-04-29,308.0,Bourbon,Francia,19
L001604,F0110,2025-08-20,106.0,Catimor,Francia,9
L001605,F0068,2026-05-13,290.7,Bourbon,Francia,15
L001606,F0116,2026-03-28,143.1,Bourbon,Alemania,14
L001607,F0114,2026-05-29,235.9,Caturra,Estados_Unidos,5
L001608,F0091,2025-09-25,229.9,Catimor,Alemania,9
L001609,F0042,2026-06-15,102.0,Caturra,Estados_Unidos,15
L001610,F0080,2025-04-09,119.4,Caturra,Nacional,8
L001611,F0085,2026-07-14,139.1,Bourbon,Alemania,13
L001612,F0046,2025-07-03,460.0,Typica,Nacional,14
L001613,F0005,2025-09-16,238.2,Bourbon,Paises_Bajos,17
L001614,F0040,2026-04-28,45.1,Catimor,Alemania,17
L001615,F0047,2026-06-05,110.9,Caturra,Estados_Unidos,11
L001616,F0050,2025-09-25,285.9,Caturra,Nacional,10
L001617,F0042,2025-07-18,150.7,Catimor,Paises_Bajos,14
L001618,F0018,2026-07-15,172.3,Geisha,Alemania,20
L001619,F0034,2025-08-19,166.7,Typica,Nacional,9
L001620,F0030,2025-10-28,75.9,Bourbon,Francia,11
L001621,F0033,2026-08-05,100.0,Caturra,Belgica,19
L001622,F0080,2025-05-10,133.9,Bourbon,Francia,15
L001623,F0047,2025-05-12,150.6,Bourbon,Francia,16
L001624,F0109,2025-07-27,74.6,Bourbon,Nacional,8
L001625,F0019,2026-06-21,100.0,Caturra,Alemania,5
L001626,F0102,2025-05-29,154.1,Caturra,Paises_Bajos,17
L001627,F0082,2026-04-08,133.5,Catimor,Belgica,7
L001628,F0112,2025-09-11,286.1,Geisha,Alemania,14
L001629,F0116,2025-04-29,139.0,Caturra,Japon,6
L001630,F0037,2025-10-24,178.1,Caturra,Alemania,11
L001631,F0114,2026-05-08,141.0,Bourbon,Belgica,18
L001632,F0044,2026-07-31,134.7,Typica,Nacional,6
L001633,F0103,2025-06-24,82.3,Catimor,Nacional,4
L001634,F0064,2025-05-08,164.4,Bourbon,Nacional,15
L001635,F0049,2026-04-20,119.3,Caturra,Paises_Bajos,20
L001636,F0083,2025-09-02,216.2,Geisha,Nacional,19
L001637,F0066,2025-01-30,170.0,Caturra,Paises_Bajos,7
L001638,F0107,2025-06-26,231.8,Catimor,Estados_Unidos,16
L001639,F0066,2025-12-17,240.8,Catimor,Nacional,17
L001640,F0078,2025-07-17,75.8,Typica,Alemania,12
L001641,F0095,2025-05-06,136.5,Catimor,Belgica,5
L001642,F0006,2026-02-12,239.5,Bourbon,Alemania,11
L001643,F0089,2025-06-07,122.5,Typica,Alemania,5
L001644,F0112,2026-04-30,341.7,Bourbon,Belgica,10
L001645,F0070,2025-06-01,206.0,Catimor,Belgica,8
L001646,F0082,2026-03-27,127.6,Bourbon,Estados_Unidos,12
L001647,F0118,2026-02-07,102.5,Bourbon,Alemania,10
L001648,F0016,2025-08-02,44.9,Catimor,Japon,12
L001649,F0071,2025-07-08,175.4,Geisha,Belgica,20
L001650,F0008,2025-04-17,176.0,Typica,Alemania,9
L001651,F0073,2025-06-10,185.1,Typica,Paises_Bajos,4
L001652,F0064,2026-07-11,63.8,Catimor,Francia,17
L001653,F0103,2025-04-07,199.8,Geisha,Alemania,20
L001654,F0021,2025-07-23,113.0,Typica,Belgica,5
L001655,F0017,2026-04-09,157.2,Bourbon,Japon,11
L001656,F0055,2025-05-15,189.2,Caturra,Francia,14
L001657,F0070,2025-04-08,201.7,Bourbon,Belgica,5
L001658,F0060,2026-04-12,164.7,Typica,Nacional,12
L001659,F0030,2025-05-05,107.0,Caturra,Estados_Unidos,8
L001660,F0083,2025-07-05,191.4,Catimor,Nacional,9
L001661,F0070,2025-02-03,152.3,Caturra,Belgica,9
L001662,F0030,2025-07-22,176.6,Catimor,Francia,14
L001663,F0039,2026-02-27,164.6,Caturra,Estados_Unidos,5
L001664,F0112,2026-05-08,120.9,Typica,Belgica,4
L001665,F0013,2025-07-19,194.7,Catimor,Nacional,12
L001666,F0019,2026-07-06,67.2,Typica,Belgica,15
L001667,F0118,2026-07-30,56.3,Caturra,Nacional,8
L001668,F0114,2026-05-17,208.4,Catimor,Nacional,16
L001669,F0103,2025-10-14,71.1,Caturra,Alemania,9
L001670,F0021,2025-04-25,108.5,Caturra,Francia,15
L001671,F0075,2026-07-07,153.3,Catimor,Japon,9
L001672,F0075,2026-04-28,145.0,Catimor,Nacional,15
L001673,F0020,2026-07-03,87.4,Catimor,Estados_Unidos,8
L001674,F0030,2025-08-06,227.1,Catimor,Estados_Unidos,12
L001675,F0013,2026-03-08,97.0,Caturra,Belgica,19
L001676,F0110,2026-08-16,72.1,Caturra,Paises_Bajos,19
L001677,F0083,2025-08-05,109.1,Typica,Alemania,13
L001678,F0047,2025-05-29,105.2,Catimor,Francia,6
L001679,F0033,2026-08-25,55.2,Bourbon,Francia,19
L001680,F0024,2025-12-31,78.5,Caturra,Estados_Unidos,18
L001681,F0028,2025-02-18,184.9,Bourbon,Belgica,14
L001682,F0051,2026-04-25,94.5,Geisha,Belgica,12
L001683,F0098,2026-08-03,272.7,Typica,Paises_Bajos,20
L001684,F0107,2026-07-26,182.6,Caturra,Francia,16
L001685,F0064,2026-05-20,77.9,Catimor,Estados_Unidos,8
L001686,F0083,2025-07-23,41.1,Geisha,Francia,19
L001687,F0047,2026-07-12,124.8,Bourbon,Estados_Unidos,13
L001688,F0090,2025-01-09,162.7,Bourbon,Francia,13
L001689,F0034,2025-02-20,98.7,Bourbon,Nacional,6
L001690,F0006,2026-08-13,190.2,Bourbon,Francia,18
L001691,F0025,2025-06-12,145.7,Geisha,Japon,18
L001692,F0078,2025-06-20,164.9,Caturra,Belgica,14
L001693,F0072,2026-04-03,124.3,Catimor,Japon,18
L001694,F0029,2026-07-14,83.0,Caturra,Paises_Bajos,19
L001695,F0014,2025-04-13,137.4,Caturra,Japon,19
L001696,F0083,2026-02-03,147.9,Catimor,Japon,8
L001697,F0044,2026-04-06,101.4,Catimor,Francia,10
L001698,F0066,2025-09-26,104.3,Catimor,Paises_Bajos,17
L001699,F0006,2025-05-10,105.3,Catimor,Francia,6
L001700,F0099,2025-09-25,279.7,Bourbon,Nacional,19
L001701,F0118,2025-12-03,128.0,Bourbon,Nacional,18
L001702,F0081,2025-04-26,68.5,Caturra,Francia,11
L001703,F0081,2026-04-22,125.8,Catimor,Estados_Unidos,19
L001704,F0085,2025-08-21,181.1,Bourbon,Belgica,18
L001705,F0047,2025-08-29,138.5,Caturra,Belgica,13
L001706,F0111,2025-06-21,151.8,Bourbon,Estados_Unidos,11
L001707,F0076,2025-06-01,71.2,Caturra,Estados_Unidos,18
L001708,F0044,2025-08-02,183.5,Catimor,Alemania,13
L001709,F0045,2025-04-03,105.7,Catimor,Francia,11
L001710,F0026,2025-06-20,90.5,Caturra,Nacional,14
L001711,F0119,2026-08-26,97.0,Caturra,Paises_Bajos,16
L001712,F0009,2026-08-21,126.5,Typica,Belgica,12
L001713,F0062,2026-06-14,157.2,Caturra,Belgica,14
L001714,F0082,2025-05-28,134.6,Catimor,Belgica,15
L001715,F0047,2025-07-27,129.2,Catimor,Japon,12
L001716,F0105,2025-06-17,127.8,Geisha,Alemania,4
L001717,F0033,2026-07-12,160.1,Typica,Francia,20
L001718,F0104,2025-08-28,273.8,Bourbon,Japon,16
L001719,F0110,2025-07-14,214.5,Catimor,Francia,20
L001720,F0022,2025-07-12,90.5,Bourbon,Nacional,11
L001721,F0013,2026-04-28,69.5,Catimor,Alemania,8
L001722,F0094,2025-08-14,226.5,Caturra,Alemania,6
L001723,F0120,2026-08-17,54.5,Caturra,Estados_Unidos,7
L001724,F0076,2026-04-01,79.5,Geisha,Nacional,15
L001725,F0026,2025-04-04,206.5,Catimor,Japon,7
L001726,F0102,2025-02-07,92.6,Typica,Nacional,16
L001727,F0078,2025-04-01,132.9,Typica,Belgica,19
L001728,F0026,2025-04-13,78.8,Bourbon,Estados_Unidos,10
L001729,F0074,2026-08-19,281.5,Bourbon,Nacional,13
L001730,F0026,2025-09-10,126.0,Catimor,Alemania,9
L001731,F0112,2026-04-06,122.5,Bourbon,Japon,19
L001732,F0019,2025-06-16,84.7,Typica,Francia,10
L001733,F0019,2026-07-09,87.6,Caturra,Estados_Unidos,18
L001734,F0064,2025-06-02,134.9,Catimor,Nacional,19
L001735,F0110,2026-05-24,136.9,Geisha,Alemania,13
L001736,F0101,2025-04-12,156.1,Geisha,Alemania,9
L001737,F0063,2026-06-10,194.0,Bourbon,Paises_Bajos,12
L001738,F0003,2026-08-29,119.9,Caturra,Francia,19
L001739,F0072,2025-08-26,144.3,Bourbon,Belgica,20
L001740,F0019,2026-05-17,132.1,Caturra,Alemania,17
L001741,F0093,2025-05-25,81.0,Caturra,Japon,13
L001742,F0059,2026-08-10,170.5,Bourbon,Belgica,5
L001743,F0109,2026-06-24,168.6,Typica,Alemania,4
L001744,F0046,2026-07-26,153.2,Caturra,Alemania,18
L001745,F0110,2025-06-27,321.6,Typica,Belgica,15
L001746,F0112,2025-07-17,59.7,Typica,Alemania,11
L001747,F0019,2025-09-12,156.6,Bourbon,Estados_Unidos,13
L001748,F0114,2025-04-21,110.8,Catimor,Alemania,12
L001749,F0105,2026-06-27,223.7,Catimor,Alemania,10
L001750,F0076,2025-09-02,124.4,Geisha,Alemania,4
L001751,F0088,2026-07-29,172.5,Typica,Francia,12
L001752,F0085,2025-05-29,299.8,Bourbon,Estados_Unidos,9
L001753,F0008,2025-12-04,51.8,Geisha,Francia,18
L001754,F0012,2026-08-13,296.0,Caturra,Nacional,12
L001755,F0044,2026-06-24,136.5,Caturra,Estados_Unidos,18
L001756,F0013,2025-04-11,265.6,Caturra,Francia,7
L001757,F0002,2026-01-25,120.6,Catimor,Alemania,5
L001758,F0018,2025-06-30,118.4,Caturra,Nacional,14
L001759,F0084,2025-04-14,206.4,Catimor,Alemania,9
L001760,F0053,2026-05-24,293.3,Bourbon,Belgica,13
L001761,F0005,2025-05-16,51.5,Caturra,Paises_Bajos,6
L001762,F0107,2026-04-13,186.9,Caturra,Estados_Unidos,5
L001763,F0030,2026-04-29,199.8,Caturra,Japon,7
L001764,F0018,2025-08-18,251.4,Catimor,Nacional,17
L001765,F0088,2025-09-08,281.1,Caturra,Belgica,7
L001766,F0118,2025-07-29,199.6,Bourbon,Estados_Unidos,4
L001767,F0013,2025-09-18,168.0,Bourbon,Nacional,4
L001768,F0009,2025-07-09,95.6,Typica,Nacional,7
L001769,F0049,2025-08-19,138.4,Bourbon,Francia,10
L001770,F0119,2026-04-18,133.9,Caturra,Belgica,19
L001771,F0051,2025-09-25,156.5,Caturra,Alemania,9
L001772,F0071,2026-06-12,147.0,Catimor,Alemania,16
L001773,F0118,2026-08-29,107.8,Catimor,Alemania,12
L001774,F0086,2025-06-29,148.3,Catimor,Paises_Bajos,9
L001775,F0096,2026-07-20,83.2,Caturra,Alemania,6
L001776,F0120,2026-05-07,98.5,Catimor,Belgica,20
L001777,F0070,2025-06-30,130.1,Typica,Paises_Bajos,17
L001778,F0101,2026-04-27,246.8,Bourbon,Estados_Unidos,9
L001779,F0016,2025-09-18,115.7,Caturra,Paises_Bajos,15
L001780,F0116,2025-07-15,96.9,Bourbon,Francia,9
L001781,F0049,2026-07-27,44.0,Catimor,Paises_Bajos,20
L001782,F0087,2025-06-02,178.2,Caturra,Alemania,4
L001783,F0107,2025-06-14,250.6,Typica,Nacional,18
L001784,F0063,2026-05-30,212.7,Geisha,Belgica,12
L001785,F0088,2026-07-24,78.4,Bourbon,Francia,15
L001786,F0007,2026-07-16,191.0,Caturra,Alemania,14
L001787,F0019,2025-09-23,156.7,Catimor,Francia,7
L001788,F0030,2026-04-01,99.2,Catimor,Alemania,4
L001789,F0069,2026-08-27,79.0,Geisha,Estados_Unidos,11
L001790,F0083,2026-05-10,174.4,Bourbon,Belgica,6
L001791,F0081,2025-08-06,134.4,Caturra,Alemania,4
L001792,F0091,2025-04-18,198.1,Geisha,Nacional,20
L001793,F0119,2025-08-23,152.4,Caturra,Estados_Unidos,20
L001794,F0047,2026-05-03,81.1,Typica,Paises_Bajos,6
L001795,F0120,2026-06-19,149.0,Bourbon,Paises_Bajos,11
L001796,F0083,2026-07-11,103.3,Caturra,Alemania,10
L001797,F0064,2025-11-15,134.4,Bourbon,Nacional,19
L001798,F0086,2025-02-24,59.3,Caturra,Alemania,7
L001799,F0012,2025-08-01,140.7,Caturra,Francia,10
L001800,F0024,2025-06-12,42.7,Catimor,Nacional,6
L001801,F0049,2026-08-25,178.4,Bourbon,Japon,11
L001802,F0068,2025-05-26,120.1,Caturra,Alemania,9
L001803,F0112,2026-04-22,100.0,Catimor,Francia,16
L001804,F0059,2026-08-25,143.9,Caturra,Francia,7
L001805,F0018,2026-06-18,85.7,Catimor,Estados_Unidos,13
L001806,F0034,2025-05-29,72.8,Bourbon,Nacional,10
L001807,F0042,2025-04-25,271.3,Catimor,Paises_Bajos,13
L001808,F0024,2026-07-01,66.5,Bourbon,Alemania,8
L001809,F0045,2026-05-27,114.9,Catimor,Paises_Bajos,16
L001810,F0008,2025-07-11,217.4,Bourbon,Alemania,8
L001811,F0088,2026-07-01,116.7,Caturra,Belgica,16
L001812,F0050,2025-08-24,91.8,Typica,Belgica,6
L001813,F0055,2025-09-17,112.6,Bourbon,Francia,12
L001814,F0044,2025-09-04,132.4,Caturra,Japon,11
L001815,F0055,2025-09-12,159.0,Catimor,Alemania,5
L001816,F0093,2025-05-13,203.2,Typica,Paises_Bajos,7
L001817,F0019,2025-07-26,191.6,Typica,Alemania,4
L001818,F0087,2026-08-10,140.8,Caturra,Belgica,15
L001819,F0113,2025-12-27,126.2,Catimor,Japon,4
L001820,F0116,2025-07-02,186.9,Catimor,Alemania,9
L001821,F0099,2025-12-31,85.1,Bourbon,Alemania,14
L001822,F0033,2026-04-27,136.0,Typica,Francia,18
L001823,F0096,2026-08-02,116.7,Catimor,Alemania,19
L001824,F0116,2025-07-31,109.0,Caturra,Nacional,7
L001825,F0062,2026-06-17,209.5,Bourbon,Paises_Bajos,15
L001826,F0013,2025-05-21,160.6,Caturra,Japon,11
L001827,F0112,2025-09-02,213.0,Catimor,Francia,9
L001828,F0039,2025-06-24,130.7,Caturra,Estados_Unidos,10
L001829,F0094,2026-05-11,171.5,Bourbon,Nacional,10
L001830,F0051,2026-08-05,198.0,Bourbon,Alemania,14
L001831,F0008,2025-08-25,151.8,Catimor,Paises_Bajos,10
L001832,F0076,2025-05-14,114.5,Caturra,Belgica,19
L001833,F0037,2026-07-29,179.5,Bourbon,Estados_Unidos,7
L001834,F0042,2025-02-20,163.3,Bourbon,Paises_Bajos,12
L001835,F0024,2025-09-15,85.0,Bourbon,Paises_Bajos,19
L001836,F0104,2025-08-14,53.7,Caturra,Estados_Unidos,20
L001837,F0075,2025-09-19,248.9,Bourbon,Paises_Bajos,10
L001838,F0061,2026-05-21,107.5,Catimor,Estados_Unidos,12
L001839,F0033,2026-08-03,185.9,Typica,Belgica,20
L001840,F0005,2026-07-16,140.2,Caturra,Alemania,12
L001841,F0068,2025-06-03,80.6,Caturra,Alemania,7
L001842,F0106,2025-04-02,266.3,Caturra,Francia,11
L001843,F0093,2025-05-27,51.3,Catimor,Paises_Bajos,13
L001844,F0003,2026-07-03,304.4,Catimor,Alemania,18
L001845,F0110,2025-11-06,53.1,Caturra,Paises_Bajos,19
L001846,F0108,2026-04-23,35.6,Bourbon,Belgica,20
L001847,F0056,2026-05-03,146.1,Catimor,Belgica,12
L001848,F0039,2026-05-06,221.3,Caturra,Alemania,5
L001849,F0051,2026-07-06,82.0,Geisha,Paises_Bajos,18
L001850,F0077,2025-06-16,126.5,Bourbon,Japon,20
L001851,F0077,2025-08-31,100.4,Typica,Francia,18
L001852,F0068,2025-04-27,157.3,Bourbon,Nacional,4
L001853,F0084,2026-08-10,196.7,Catimor,Francia,16
L001854,F0060,2026-07-02,137.8,Typica,Belgica,19
L001855,F0004,2025-05-04,259.4,Caturra,Paises_Bajos,4
L001856,F0042,2026-08-01,238.2,Bourbon,Belgica,18
L001857,F0105,2026-06-10,63.1,Catimor,Alemania,12
L001858,F0085,2025-09-18,43.1,Caturra,Francia,8
L001859,F0054,2025-01-18,233.5,Geisha,Alemania,5
L001860,F0080,2026-04-28,72.2,Typica,Belgica,17
L001861,F0045,2025-04-30,68.1,Geisha,Estados_Unidos,8
L001862,F0050,2026-04-08,251.1,Caturra,Alemania,8
L001863,F0091,2026-06-03,98.7,Catimor,Estados_Unidos,5
L001864,F0088,2025-11-25,163.8,Bourbon,Alemania,6
L001865,F0039,2025-09-09,35.8,Catimor,Francia,12
L001866,F0064,2025-08-21,144.3,Bourbon,Alemania,12
L001867,F0094,2026-04-25,252.5,Caturra,Paises_Bajos,9
L001868,F0040,2026-06-25,73.6,Caturra,Estados_Unidos,7
L001869,F0056,2026-08-27,118.7,Catimor,Alemania,12
L001870,F0055,2025-04-04,83.6,Typica,Alemania,8
L001871,F0039,2025-08-05,97.0,Typica,Paises_Bajos,17
L001872,F0042,2025-09-23,99.5,Caturra,Estados_Unidos,19
L001873,F0047,2026-04-22,114.3,Caturra,Nacional,16
L001874,F0012,2026-04-30,38.9,Typica,Japon,5
L001875,F0044,2026-06-29,222.5,Geisha,Francia,14
L001876,F0119,2026-02-23,118.0,Caturra,Alemania,12
L001877,F0022,2025-12-24,86.5,Caturra,Paises_Bajos,9
L001878,F0009,2025-08-11,84.9,Catimor,Estados_Unidos,15
L001879,F0006,2025-04-13,149.1,Bourbon,Francia,8
L001880,F0075,2025-03-30,224.4,Bourbon,Belgica,12
L001881,F0023,2025-08-01,192.4,Bourbon,Belgica,20
L001882,F0086,2025-09-12,183.1,Geisha,Paises_Bajos,8
L001883,F0018,2025-01-10,32.2,Typica,Alemania,5
L001884,F0008,2026-06-24,48.4,Caturra,Alemania,18
L001885,F0049,2026-04-07,221.7,Caturra,Paises_Bajos,8
L001886,F0094,2026-05-04,146.6,Geisha,Francia,13
L001887,F0043,2026-04-11,159.4,Geisha,Paises_Bajos,10
L001888,F0009,2026-05-06,86.8,Bourbon,Estados_Unidos,14
L001889,F0095,2026-02-22,153.7,Geisha,Estados_Unidos,20
L001890,F0102,2025-07-06,178.2,Caturra,Estados_Unidos,5
L001891,F0103,2026-07-25,158.8,Bourbon,Paises_Bajos,17
L001892,F0056,2025-09-15,222.3,Bourbon,Estados_Unidos,13
L001893,F0042,2026-04-17,81.7,Caturra,Francia,14
L001894,F0104,2025-11-18,56.6,Typica,Belgica,17
L001895,F0066,2026-01-12,129.6,Caturra,Japon,13
L001896,F0008,2025-05-11,171.0,Catimor,Francia,9
L001897,F0096,2025-08-27,62.9,Typica,Estados_Unidos,18
L001898,F0044,2026-01-04,211.3,Typica,Belgica,5
L001899,F0030,2025-04-14,55.0,Caturra,Alemania,4
L001900,F0002,2026-07-19,222.6,Bourbon,Japon,14
L001901,F0099,2026-08-01,301.2,Bourbon,Estados_Unidos,13
L001902,F0063,2026-06-25,246.2,Caturra,Francia,4
L001903,F0073,2025-08-16,135.7,Catimor,Nacional,11
L001904,F0075,2025-07-13,127.1,Caturra,Nacional,12
L001905,F0109,2026-08-02,33.4,Catimor,Alemania,14
L001906,F0061,2026-01-19,186.7,Typica,Estados_Unidos,12
